Ride,Date/Time,Wait Time
"Monsters, Inc. Laugh Floor",2019-07-01 10:05:03,5
"Monsters, Inc. Laugh Floor",2019-07-01 10:10:04,5
"Monsters, Inc. Laugh Floor",2019-07-01 10:15:04,5
"Monsters, Inc. Laugh Floor",2019-07-01 10:20:04,5
"Monsters, Inc. Laugh Floor",2019-07-01 10:25:04,5
"Monsters, Inc. Laugh Floor",2019-07-01 10:30:04,15
"Monsters, Inc. Laugh Floor",2019-07-01 10:35:04,15
"Monsters, Inc. Laugh Floor",2019-07-01 10:40:04,15
"Monsters, Inc. Laugh Floor",2019-07-01 10:45:03,15
"Monsters, Inc. Laugh Floor",2019-07-01 10:50:06,15
"Monsters, Inc. Laugh Floor",2019-07-01 10:55:04,15
"Monsters, Inc. Laugh Floor",2019-07-01 11:00:04,20
"Monsters, Inc. Laugh Floor",2019-07-01 11:05:03,20
"Monsters, Inc. Laugh Floor",2019-07-01 11:10:04,20
"Monsters, Inc. Laugh Floor",2019-07-01 11:15:04,15
"Monsters, Inc. Laugh Floor",2019-07-01 11:20:04,20
"Monsters, Inc. Laugh Floor",2019-07-01 11:25:04,20
"Monsters, Inc. Laugh Floor",2019-07-01 11:30:05,20
"Monsters, Inc. Laugh Floor",2019-07-01 11:35:04,15
"Monsters, Inc. Laugh Floor",2019-07-01 11:40:04,15
"Monsters, Inc. Laugh Floor",2019-07-01 11:45:04,15
"Monsters, Inc. Laugh Floor",2019-07-01 11:50:04,20
"Monsters, Inc. Laugh Floor",2019-07-01 11:55:05,20
"Monsters, Inc. Laugh Floor",2019-07-01 12:00:06,20
"Monsters, Inc. Laugh Floor",2019-07-01 12:05:04,20
"Monsters, Inc. Laugh Floor",2019-07-01 12:10:04,25
"Monsters, Inc. Laugh Floor",2019-07-01 12:15:05,20
"Monsters, Inc. Laugh Floor",2019-07-01 12:20:04,20
"Monsters, Inc. Laugh Floor",2019-07-01 12:25:04,30
"Monsters, Inc. Laugh Floor",2019-07-01 12:30:05,30
"Monsters, Inc. Laugh Floor",2019-07-01 12:35:04,30
"Monsters, Inc. Laugh Floor",2019-07-01 12:40:04,30
"Monsters, Inc. Laugh Floor",2019-07-01 12:45:04,25
"Monsters, Inc. Laugh Floor",2019-07-01 12:50:04,25
"Monsters, Inc. Laugh Floor",2019-07-01 12:55:03,20
